split,id,category,topic,source_type,origin_file,variant_of,variant_type,system,instruction,output,knowledge_text,messages,text
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Why is Uncle Ben important to Spider-Man?<|im_end|>
<|im_start|>assistant
Uncle Ben is Peter Parker's uncle and a foundational influence on Peter's moral responsibility as Spider-Man.<|im_end|>"
train,48,characters,Peter Parker,researched_summary,Spider.csv,48,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Peter Parker.,Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.,Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Peter Parker.""}, {""role"": ""assistant"", ""content"": ""Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Peter Parker.<|im_end|>
<|im_start|>assistant
Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.<|im_end|>"
train,49,characters,Peter Parker,researched_summary,Spider.csv,49,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Peter Parker?,Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.,Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Peter Parker?""}, {""role"": ""assistant"", ""content"": ""Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Peter Parker?<|im_end|>
<|im_start|>assistant
Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.<|im_end|>"
train,39,characters,Mary Jane Watson,researched_summary,Spider.csv,39,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Mary Jane Watson.,Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.,Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Mary Jane Watson.""}, {""role"": ""assistant"", ""content"": ""Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Mary Jane Watson.<|im_end|>
<|im_start|>assistant
Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.<|im_end|>"
train,40,characters,Mary Jane Watson,researched_summary,Spider.csv,40,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Mary Jane Watson?,Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.,Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Mary Jane Watson?""}, {""role"": ""assistant"", ""content"": ""Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Mary Jane Watson?<|im_end|>
<|im_start|>assistant
Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.<|im_end|>"
train,33,characters,Gwen Stacy,researched_summary,Spider.csv,33,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Gwen Stacy to Peter Parker.,Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.,Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Gwen Stacy to Peter Parker.""}, {""role"": ""assistant"", ""content"": ""Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Gwen Stacy to Peter Parker.<|im_end|>
<|im_start|>assistant
Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.<|im_end|>"
train,34,characters,Gwen Stacy,researched_summary,Spider.csv,34,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Gwen Stacy to Peter Parker?,Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.,Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Gwen Stacy to Peter Parker?""}, {""role"": ""assistant"", ""content"": ""Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.""}]","<|im_start|>system
